text,corrAns,letterColor,condition,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,trial_blocks.thisRepN,trial_blocks.thisTrialN,trial_blocks.thisN,trial_blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,resp.keys,resp.corr,resp.rt,date,frameRate,expName,session,participant,
azul,right,blue,,0,0,0,2,,,,,,,,,left,0,0.702174901962,2018_Sep_15_1209,60.2065016586,emo_stroop,01,,
rojo,right,blue,,0,1,1,0,,,,,,,,,right,1,0.586157083511,2018_Sep_15_1209,60.2065016586,emo_stroop,01,,
rojo,left,red,,0,2,2,8,,,,,,,,,down,0,0.617508172989,2018_Sep_15_1209,60.2065016586,emo_stroop,01,,
verde,down,green,,0,3,3,5,,,,,,,,,down,1,0.583457946777,2018_Sep_15_1209,60.2065016586,emo_stroop,01,,
rojo,left,red,,0,4,4,11,,,,,,,,,left,1,0.783591985703,2018_Sep_15_1209,60.2065016586,emo_stroop,01,,
rojo,left,red,,0,5,5,10,,,,,,,,,left,1,0.517801046371,2018_Sep_15_1209,60.2065016586,emo_stroop,01,,
azul,right,blue,,0,6,6,3,,,,,,,,,right,1,0.61890912056,2018_Sep_15_1209,60.2065016586,emo_stroop,01,,
verde,down,green,,0,7,7,7,,,,,,,,,down,1,0.485790014267,2018_Sep_15_1209,60.2065016586,emo_stroop,01,,
verde,down,green,,0,8,8,4,,,,,,,,,down,1,0.802942991257,2018_Sep_15_1209,60.2065016586,emo_stroop,01,,
rojo,left,red,,0,9,9,9,,,,,,,,,left,1,0.952924013138,2018_Sep_15_1209,60.2065016586,emo_stroop,01,,
verde,down,green,,0,10,10,6,,,,,,,,,right,0,0.61781001091,2018_Sep_15_1209,60.2065016586,emo_stroop,01,,
azul,right,blue,,0,11,11,1,,,,,,,,,down,0,0.534932851791,2018_Sep_15_1209,60.2065016586,emo_stroop,01,,
neutral4,right,blue,neutral,,,,,0,0,0,0,0,0,0,1,left,0,1.08483791351,2018_Sep_15_1209,60.2065016586,emo_stroop,01,,
negativa6,left,red,negative,,,,,0,0,0,0,0,1,1,6,left,1,1.55210614204,2018_Sep_15_1209,60.2065016586,emo_stroop,01,,
negativa4,right,blue,negative,,,,,0,0,0,0,0,2,2,0,left,0,1.00198912621,2018_Sep_15_1209,60.2065016586,emo_stroop,01,,
positiva5,down,green,positive,,,,,0,0,0,0,0,3,3,2,left,0,1.25046896935,2018_Sep_15_1209,60.2065016586,emo_stroop,01,,
neutral5,down,green,neutral,,,,,0,0,0,0,0,4,4,4,left,0,0.86786699295,2018_Sep_15_1209,60.2065016586,emo_stroop,01,,
negativa5,down,green,negative,,,,,0,0,0,0,0,5,5,3,left,0,0.968230009079,2018_Sep_15_1209,60.2065016586,emo_stroop,01,,
positiva6,left,red,positive,,,,,0,0,0,0,0,6,6,5,left,1,1.01786899567,2018_Sep_15_1209,60.2065016586,emo_stroop,01,,
neutral6,left,red,neutral,,,,,0,0,0,0,0,7,7,7,left,1,0.785393953323,2018_Sep_15_1209,60.2065016586,emo_stroop,01,,
,,,,,,,,0,0,0,0,,,,,,,,2018_Sep_15_1209,60.2065016586,emo_stroop,01,,
negativa2,down,green,negative,,,,,1,0,1,0,0,0,0,3,left,0,0.717371940613,2018_Sep_15_1209,60.2065016586,emo_stroop,01,,
positiva3,left,red,positive,,,,,1,0,1,0,0,1,1,5,left,1,0.40102314949,2018_Sep_15_1209,60.2065016586,emo_stroop,01,,
neutral3,left,red,neutral,,,,,1,0,1,0,0,2,2,7,left,1,0.384832859039,2018_Sep_15_1209,60.2065016586,emo_stroop,01,,
neutral1,right,blue,neutral,,,,,1,0,1,0,0,3,3,1,left,0,0.101317882538,2018_Sep_15_1209,60.2065016586,emo_stroop,01,,
neutral2,down,green,neutral,,,,,1,0,1,0,0,4,4,4,left,0,0.10107088089,2018_Sep_15_1209,60.2065016586,emo_stroop,01,,
negativa1,right,blue,negative,,,,,1,0,1,0,0,5,5,0,left,0,0.0682740211487,2018_Sep_15_1209,60.2065016586,emo_stroop,01,,
negativa3,left,red,negative,,,,,1,0,1,0,0,6,6,6,left,1,0.403399944305,2018_Sep_15_1209,60.2065016586,emo_stroop,01,,
positiva2,down,green,positive,,,,,1,0,1,0,0,7,7,2,left,0,0.150386095047,2018_Sep_15_1209,60.2065016586,emo_stroop,01,,
,,,,,,,,1,0,1,0,,,,,,,,2018_Sep_15_1209,60.2065016586,emo_stroop,01,,
