text,corrAns,letterColor,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,resp.keys,resp.corr,resp.rt,date,frameRate,expName,session,participant,
rojo,left,red,0,0,0,8,left,1,0.570883989334,2018_Sep_26_1117,60.3500451801,emo_stroop,01,,
