text,corrAns,letterColor,condition,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,trial_blocks.thisRepN,trial_blocks.thisTrialN,trial_blocks.thisN,trial_blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,resp.keys,resp.corr,resp.rt,date,frameRate,expName,session,participant,
verde,down,green,,0,0,0,6,,,,,,,,,down,1,0.202824115753,2018_Sep_15_1233,60.4175045375,emo_stroop,01,,
azul,right,blue,,0,1,1,1,,,,,,,,,down,0,0.0860450267792,2018_Sep_15_1233,60.4175045375,emo_stroop,01,,
verde,down,green,,0,2,2,5,,,,,,,,,down,1,0.184762954712,2018_Sep_15_1233,60.4175045375,emo_stroop,01,,
azul,right,blue,,0,3,3,2,,,,,,,,,down,0,0.118381977081,2018_Sep_15_1233,60.4175045375,emo_stroop,01,,
azul,right,blue,,0,4,4,3,,,,,,,,,down,0,0.135695934296,2018_Sep_15_1233,60.4175045375,emo_stroop,01,,
rojo,left,red,,0,5,5,9,,,,,,,,,down,0,0.117513179779,2018_Sep_15_1233,60.4175045375,emo_stroop,01,,
verde,down,green,,0,6,6,4,,,,,,,,,down,1,0.201431035995,2018_Sep_15_1233,60.4175045375,emo_stroop,01,,
verde,down,green,,0,7,7,7,,,,,,,,,down,1,0.501317024231,2018_Sep_15_1233,60.4175045375,emo_stroop,01,,
rojo,left,red,,0,8,8,8,,,,,,,,,down,0,0.568706989288,2018_Sep_15_1233,60.4175045375,emo_stroop,01,,
azul,right,blue,,0,9,9,0,,,,,,,,,down,0,0.501717090607,2018_Sep_15_1233,60.4175045375,emo_stroop,01,,
rojo,left,red,,0,10,10,10,,,,,,,,,down,0,0.568478107452,2018_Sep_15_1233,60.4175045375,emo_stroop,01,,
rojo,left,red,,0,11,11,11,,,,,,,,,down,0,0.269443035126,2018_Sep_15_1233,60.4175045375,emo_stroop,01,,
positiva3,left,red,positive,,,,,0,0,0,0,0,0,0,6,down,0,1.63502502441,2018_Sep_15_1233,60.4175045375,emo_stroop,01,,
neutral1,right,blue,neutral,,,,,0,0,0,0,0,1,1,2,down,0,1.74965190887,2018_Sep_15_1233,60.4175045375,emo_stroop,01,,
negativa2,down,green,negative,,,,,0,0,0,0,0,2,2,4,down,1,0.60059094429,2018_Sep_15_1233,60.4175045375,emo_stroop,01,,
negativa3,left,red,negative,,,,,0,0,0,0,0,3,3,7,down,0,1.06750202179,2018_Sep_15_1233,60.4175045375,emo_stroop,01,,
positiva2,down,green,positive,,,,,0,0,0,0,0,4,4,3,down,1,0.78454709053,2018_Sep_15_1233,60.4175045375,emo_stroop,01,,
negativa1,right,blue,negative,,,,,0,0,0,0,0,5,5,1,down,0,0.884412050247,2018_Sep_15_1233,60.4175045375,emo_stroop,01,,
neutral2,down,green,neutral,,,,,0,0,0,0,0,6,6,5,down,1,0.785284042358,2018_Sep_15_1233,60.4175045375,emo_stroop,01,,
neutral3,left,red,neutral,,,,,0,0,0,0,0,7,7,8,down,0,1.68460988998,2018_Sep_15_1233,60.4175045375,emo_stroop,01,,
positiva1,right,blue,positive,,,,,0,0,0,0,0,8,8,0,down,0,1.26819396019,2018_Sep_15_1233,60.4175045375,emo_stroop,01,,
,,,,,,,,0,0,0,0,,,,,,,,2018_Sep_15_1233,60.4175045375,emo_stroop,01,,
positiva6,left,red,positive,,,,,1,0,1,0,0,0,0,6,down,0,1.95115494728,2018_Sep_15_1233,60.4175045375,emo_stroop,01,,
negativa5,down,green,negative,,,,,1,0,1,0,0,1,1,4,down,1,1.25098991394,2018_Sep_15_1233,60.4175045375,emo_stroop,01,,
negativa6,left,red,negative,,,,,1,0,1,0,0,2,2,7,down,0,0.884567975998,2018_Sep_15_1233,60.4175045375,emo_stroop,01,,
positiva5,down,green,positive,,,,,1,0,1,0,0,3,3,3,down,1,1.20210909843,2018_Sep_15_1233,60.4175045375,emo_stroop,01,,
negativa4,right,blue,negative,,,,,1,0,1,0,0,4,4,1,down,0,1.21799898148,2018_Sep_15_1233,60.4175045375,emo_stroop,01,,
neutral4,right,blue,neutral,,,,,1,0,1,0,0,5,5,2,down,0,1.30279707909,2018_Sep_15_1233,60.4175045375,emo_stroop,01,,
neutral5,down,green,neutral,,,,,1,0,1,0,0,6,6,5,down,1,1.25073289871,2018_Sep_15_1233,60.4175045375,emo_stroop,01,,
neutral6,left,red,neutral,,,,,1,0,1,0,0,7,7,8,down,0,1.4026889801,2018_Sep_15_1233,60.4175045375,emo_stroop,01,,
positiva4,right,blue,positive,,,,,1,0,1,0,0,8,8,0,down,0,1.90255022049,2018_Sep_15_1233,60.4175045375,emo_stroop,01,,
,,,,,,,,1,0,1,0,,,,,,,,2018_Sep_15_1233,60.4175045375,emo_stroop,01,,
